NAME_1,NAME_2,GID_1,GID_2,2SFCA_Accessibility_2015,M2SFCA_Accessibility_2015,Relative_Accessibility_2015,2SFCA_Gini_2015,M2SFCA_Gini_2015,2SFCA_Accessibility_2016,M2SFCA_Accessibility_2016,Relative_Accessibility_2016,2SFCA_Gini_2016,M2SFCA_Gini_2016,2SFCA_Accessibility_2017,M2SFCA_Accessibility_2017,Relative_Accessibility_2017,2SFCA_Gini_2017,M2SFCA_Gini_2017,2SFCA_Accessibility_2018,M2SFCA_Accessibility_2018,Relative_Accessibility_2018,2SFCA_Gini_2018,M2SFCA_Gini_2018,2SFCA_Accessibility_2019,M2SFCA_Accessibility_2019,Relative_Accessibility_2019,2SFCA_Gini_2019,M2SFCA_Gini_2019,2SFCA_Accessibility_2020,M2SFCA_Accessibility_2020,Relative_Accessibility_2020,2SFCA_Gini_2020,M2SFCA_Gini_2020,2SFCA_Accessibility_2021,M2SFCA_Accessibility_2021,Relative_Accessibility_2021,2SFCA_Gini_2021,M2SFCA_Gini_2021,2SFCA_Accessibility_2022,M2SFCA_Accessibility_2022,Relative_Accessibility_2022,2SFCA_Gini_2022,M2SFCA_Gini_2022,2SFCA_Accessibility_2023,M2SFCA_Accessibility_2023,Relative_Accessibility_2023,2SFCA_Gini_2023,M2SFCA_Gini_2023,2SFCA_Accessibility_2024,M2SFCA_Accessibility_2024,Relative_Accessibility_2024,2SFCA_Gini_2024,M2SFCA_Gini_2024,2SFCA_Accessibility_2025,M2SFCA_Accessibility_2025,Relative_Accessibility_2025,2SFCA_Gini_2025,M2SFCA_Gini_2025
Hainan,Danzhou,460000,460400,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.1016921583517075,0.0703821276604029,0.6921096847702134,0.999177395703174,0.9991578779526812,0.1014768888078013,0.0703204297073187,0.6929699021469471,0.9992105416138608,0.9991920738792214,3.852669764533152,2.628399914792052,0.6822281886157322,0.900783892912768,0.9255864649157332,5.880390678460557,3.9641739660471456,0.6741344551421772,0.8777055761739891,0.8988805390716426,6.995637255197047,4.704491445574466,0.6724893349893903,0.849221041652017,0.8723275061814205,7.198409388123504,4.83495838594153,0.6716703823373287,0.8476081159075038,0.8740032887640621,16.007000683302486,10.683787566099882,0.667444687326374,0.7323624835091329,0.7653013878481592,26.02953607007524,17.26374486689798,0.6632367484545828,0.7008971185320736,0.7318039382192889
Hainan,Haikou,460000,460100,0.1012748787490961,0.0777987998113539,0.7681944503147408,0.993513418649105,0.9955690570620804,0.0986112527246872,0.0744402165268357,0.7548856187302009,0.993209785018912,0.9954541361609274,0.3200240678761052,0.202516531232433,0.6328165646304942,0.962582637332072,0.9742974249809356,3.2271680769489226,2.0946361694522504,0.6490632404348126,0.6840685290246551,0.7425169774007379,2.4273052383541818,1.5682249651618512,0.6460765380398452,0.701870020979908,0.7603312500283244,10.412329425716052,6.683206747751919,0.641855100285815,0.5078327709701456,0.5864300530176165,13.822311447687534,8.789110563614893,0.6358640229514801,0.4660541715345473,0.53556623850421,15.179677683298138,9.634753716613393,0.6347139852128941,0.460862345237821,0.530963525399984,15.043768880802164,9.553064408884046,0.6350180253749457,0.4623047763263197,0.53768999742136,24.909681769781088,15.949207627972063,0.6402814686826177,0.3583137114570497,0.4103434436827766,36.34171362843328,23.018199666966343,0.633382341358752,0.3437674305955585,0.3947203460462344
Hainan,,460000,0,0.0743932381341618,0.035387563748639,0.4756825302431463,0.9992685902515988,0.999436286205509,0.074200258810645,0.0354470634506307,0.4777215607979167,0.9993195022894824,0.9994765732632986,0.3328156839506292,0.2010903597474966,0.6042093850881345,0.9981204777951196,0.9984240080654598,0.690689539099993,0.4442120114287766,0.6431428105999833,0.9886595105150424,0.9914817647358092,0.6621188894085549,0.4355038542740735,0.657742682229006,0.9910833289317668,0.993105261019802,7.077996434542593,4.7404623848039416,0.669746365181701,0.9133957178422748,0.9289439762679002,10.303513868376152,6.823805742220363,0.6622794737205322,0.8804758653748256,0.9012809313588378,11.64680809426738,7.736068412526302,0.6642221928885422,0.8731445717548498,0.8941437441229014,11.63886064062956,7.730061230007971,0.6641596173961787,0.8734125473078627,0.8942682394219095,24.42288596213455,16.16770165489755,0.6619898107031287,0.7992517828352108,0.8250856422417052,34.40074296388342,22.91511696356619,0.666122734256765,0.7708174095469136,0.8019482064786922
Hainan,"Sansha
",460000,460030,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,262.4671730234867,211.0736587590824,0.8041906967931363,0.6593231810867942,0.7347320789309937,262.4671964287719,207.45531049327252,0.7904047184409635,0.6470276018668191,0.717745595066527,262.4671964287719,207.45531049327252,0.7904047184409635,0.6470276018668191,0.717745595066527,787.4015752920328,512.86395949622,0.6513372281557961,0.6307687708555556,0.6301388493555736,524.9344081351451,371.57922188963454,0.7078583840782846,0.6640484039023948,0.6887095130170606
Hainan,Sanya,460000,460200,0.8454773643376279,0.5657120043796701,0.6691036664510418,0.9976432454108032,0.9981581730134654,0.8221385537313315,0.5500037761431346,0.6689915874239265,0.9976504364106228,0.99818388706894,3.2009379177509203,2.114838940164121,0.6606935199949374,0.9780510846074034,0.9884500529967376,3.219232609788829,2.2088393326682145,0.6861384685131862,0.9191630199086386,0.93821904201782,2.1857279222287644,1.4755708380386194,0.6750935571770501,0.940465766683624,0.9544129110112672,16.936709127279958,10.873409873226745,0.6420025160444507,0.535290700606791,0.6012899017764897,23.25186192599765,15.075086636640076,0.6483389022616202,0.5498594546698017,0.6069675751737722,25.01130650259587,16.18538603341387,0.6471227735238071,0.4954333310858377,0.5610942054990808,25.013758830830987,16.16051804614956,0.6460651577975051,0.4741075199610312,0.5393176627652889,33.49947937318344,21.55476558011958,0.6434358379125831,0.3890653548570143,0.4565756042985261,48.37461132420516,31.630466871328046,0.6538650338571534,0.3569198255346011,0.4159113468100565
Neimenggu,Alashan,150000,152900,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.2794414358828514,1.869274392587147,0.5699977966168265,0.8817306595679641,0.9050738002092548,4.135715818535084,2.4318295136782173,0.588006918362103,0.877436645528006,0.8946304052423788,13.013301883367436,7.245207566139536,0.5567539761295925,0.7755834997143306,0.8011660629590749,13.013301919312664,7.2514813616005185,0.5572360809395197,0.7760279718538737,0.8010313749426339,33.62536546475314,20.84405853644741,0.6198909141462453,0.6770157822800862,0.7082301719030776,107.09324922782191,67.62622227090478,0.6314704498977519,0.5637132215034738,0.5957861624383534
Neimenggu,Baotou,150000,150200,0.0309265952353105,0.0108423053954977,0.3505819283694856,0.9989266435676863,0.9996146972027562,0.0304807408654076,0.0107565622283769,0.3528970071913329,0.9989428511547568,0.9996223826026092,0.0300767260755,0.0106299645107011,0.35342824494984154,0.998960021211549,0.999623910957294,0.0296904104240812,0.0104344916429044,0.3514431593859419,0.9989382482531146,0.9996168288804088,0.0293428438656449,0.0103757285614256,0.35360337290189103,0.9989152703666354,0.9996103811147952,0.695914199757848,0.4297285627156628,0.6175022191890784,0.9515675700573508,0.962919968677606,1.1018641359483852,0.6514997819464557,0.5912705211933443,0.9206915666385956,0.9370353073466772,1.3048391293509556,0.784595741825791,0.6012969140617812,0.9148650712822878,0.9324212015133696,1.3338355590753268,0.8078007404156173,0.6056224359287739,0.8760677764586455,0.9184057122753618,7.452081236552655,4.725800731305869,0.6341585097228531,0.5854525566810402,0.6456313826534194,18.645189910144317,11.763117094044018,0.6308928549793983,0.3659042609260666,0.4419722744983809
Neimenggu,Bayannaoer,150000,150800,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.4232399989312596,0.2853518748322436,0.674208192875903,0.9799520374735704,0.9835505972683992,1.0278685494287294,0.6995247637113949,0.6805585831964389,0.9721161072713717,0.9789689762258712,1.0278685558762728,0.6966101846031204,0.6777230226770097,0.972141655115954,0.9790384951310248,1.0278685596297144,0.6976590275300054,0.6787434258922507,0.9721781326427708,0.9791563029103072,5.441657001506241,3.450441371019497,0.6340791729549329,0.8761925365894268,0.902319994882437,15.173335730843844,9.574873992562596,0.6310328962865506,0.820230023873898,0.8472000864524654
Neimenggu,Chifeng,150000,150400,0.0218428309838234,0.0161174998004057,0.7378851126185142,0.999340197895745,0.9996260899173398,0.0219419764892026,0.0160627349636699,0.7320550622034524,0.9993282571325164,0.9996251876402558,0.0220608169013927,0.015895842217523,0.7205464008234208,0.999258321457238,0.9995981408388598,0.0887111676542493,0.0548876798026056,0.6187234511051604,0.9968994666747456,0.9978478398436056,0.0893150613566287,0.0553622586619009,0.6198535590861135,0.9969199414968962,0.9978508391789342,0.2473719005696169,0.1597176324612432,0.6456579429331526,0.9927519419340316,0.99461256971982,0.2248835467777007,0.1589432598389164,0.7067802963639362,0.9936596519837152,0.994639163105481,0.2248835458758853,0.1603450308421823,0.7130136187494917,0.9937641638583248,0.9947543119140344,0.2248835417350448,0.1570553559311323,0.6983852829753683,0.9934943709448482,0.994551364657236,1.326812898952474,0.8722174870788149,0.6573779074407818,0.9447905589200526,0.9585867856288082,10.996805327455654,6.852694429117877,0.6231531999578822,0.8691173324440211,0.897157594869094
Neimenggu,Eerduosi,150000,150600,0.0402044429367367,0.0263869515525443,0.6563192927225785,0.9984528556022156,0.9988015361971018,0.0389874202722861,0.0259677660043204,0.6660549947383768,0.9984138914290556,0.9987593484766552,0.0755830715010528,0.0508079383870577,0.6722132003639201,0.9974591687523802,0.9978185611542556,0.183338894006849,0.1286896606394719,0.7019223135199257,0.992842435324937,0.9935045846137122,0.3556017098385721,0.2319655528244853,0.6523184405659571,0.9907016444527365,0.9919818042491682,3.9025023765529694,2.46809134764637,0.6324381408388542,0.9351664326473887,0.949013306203992,5.422060780169613,3.45873268855471,0.637900021557212,0.8981412734575868,0.92333455766343,5.663808774188895,3.603047811214724,0.6361528001500564,0.8995901997834375,0.9243685641900112,5.698344158834441,3.6525543620786087,0.6409852161027976,0.896486271051577,0.9218598396689696,19.97740121269683,12.890267858881112,0.6452424778198166,0.6680818825345425,0.6951136707967798,39.516784209585616,25.11426183143138,0.6355340479688981,0.5965400966641028,0.6332874807723143
